,State,Year,Quater,District,Transaction_count,Transaction_amount
903,bihar,2020,3,845401.0,620915,1450876388.8736625
904,bihar,2020,3,842002.0,582293,1470096059.678293
905,bihar,2020,3,845438.0,514159,1199048552.212356
906,bihar,2020,3,800006.0,505848,885362370.3667061
907,bihar,2020,3,854301.0,487292,1268278392.1333058
908,bihar,2020,3,846004.0,460846,1163052301.3487744
909,bihar,2020,3,823001.0,437681,951169380.8664488
910,bihar,2020,4,800001.0,14983099,39976507362.5461
911,bihar,2020,4,800020.0,1139908,2310014021.587367
912,bihar,2020,4,800006.0,1049670,1699922493.4100251
913,bihar,2020,4,845401.0,966905,2337922941.269761
914,bihar,2020,4,845438.0,798487,1955759731.734618
915,bihar,2020,4,842002.0,792841,1898126376.515353
916,bihar,2020,4,823001.0,720110,1504141595.118255
917,bihar,2020,4,812002.0,699980,1975708430.7266576
918,bihar,2020,4,854301.0,664144,1546080046.8498445
919,bihar,2020,4,846004.0,649173,1515856109.730333
920,bihar,2021,1,800001.0,30937663,68071234953.67711
921,bihar,2021,1,800006.0,1445408,2044215999.4083529
922,bihar,2021,1,812002.0,1294407,2974824725.193796
923,bihar,2021,1,800020.0,1280068,2479435418.426359
924,bihar,2021,1,842002.0,1073211,2482912331.330185
925,bihar,2021,1,845401.0,1055075,2464758940.0598054
926,bihar,2021,1,845438.0,880745,2088193313.824596
927,bihar,2021,1,854301.0,875185,1958403080.7084649
928,bihar,2021,1,846004.0,807152,1824715535.394949
929,bihar,2021,1,823001.0,796129,1672251870.901363
930,bihar,2021,2,800001.0,42836603,91781680811.21814
931,bihar,2021,2,812002.0,1958899,4209745460.928196
932,bihar,2021,2,842002.0,1370353,3140135185.4347143
933,bihar,2021,2,845401.0,1210441,2882777813.509632
934,bihar,2021,2,841226.0,1204361,2914409125.5978727
935,bihar,2021,2,800020.0,1161642,2546006675.163774
936,bihar,2021,2,854301.0,1152369,2512968861.202764
937,bihar,2021,2,845438.0,1057650,2452007261.5639763
938,bihar,2021,2,800006.0,963330,1633775908.6278162
939,bihar,2021,2,846004.0,960198,2211938496.0879173
940,bihar,2021,3,800001.0,49086869,90644799090.2764
941,bihar,2021,3,841226.0,3136176,6373472507.674763
942,bihar,2021,3,812002.0,2391694,4501959195.287657
943,bihar,2021,3,800006.0,2154675,2746295026.280852
944,bihar,2021,3,842002.0,2020953,4045865094.119522
945,bihar,2021,3,800020.0,1925842,3513843210.046955
946,bihar,2021,3,845401.0,1804737,3566298125.1719537
947,bihar,2021,3,854301.0,1606525,3058885710.2587314
948,bihar,2021,3,845438.0,1511332,2977354343.512985
949,bihar,2021,3,846004.0,1447174,2771835531.673978
950,bihar,2021,4,800001.0,61784983,113485175570.40105
951,bihar,2021,4,841226.0,4134836,8617697171.374226
952,bihar,2021,4,812002.0,3254302,6156915115.340891
953,bihar,2021,4,800006.0,2762725,3444674915.3407526
954,bihar,2021,4,842002.0,2561099,5234830929.330323
955,bihar,2021,4,845401.0,2321752,4686759487.073237
956,bihar,2021,4,800020.0,2294503,4227392430.736985
957,bihar,2021,4,854301.0,2071847,3903483960.609567
958,bihar,2021,4,845438.0,2009563,3957453691.011684
959,bihar,2021,4,846004.0,1833248,3523049809.4738984
960,bihar,2022,1,800001.0,68427326,126972470461.14954
961,bihar,2022,1,841226.0,4833682,10008000756.06306
962,bihar,2022,1,812002.0,3889495,7351116893.808239
963,bihar,2022,1,800006.0,3151661,3792265128.839463
964,bihar,2022,1,842002.0,2842139,5813695283.493809
965,bihar,2022,1,845401.0,2767467,5538218411.768909
966,bihar,2022,1,800020.0,2583780,4732030287.485733
967,bihar,2022,1,845438.0,2420905,4721948430.44448
968,bihar,2022,1,854301.0,2370632,4459424719.525084
969,bihar,2022,1,846004.0,2041031,3963164395.204203
970,bihar,2022,2,800001.0,90260337,162195041186.36072
971,bihar,2022,2,841226.0,6002826,12042225104.46852
972,bihar,2022,2,812002.0,5661855,10204096684.19675
973,bihar,2022,2,800006.0,4555200,4819612056.01122
974,bihar,2022,2,842002.0,3577125,7087839557.170109
975,bihar,2022,2,845401.0,3415935,6530583694.275953
976,bihar,2022,2,800020.0,3287150,5727543832.128673
977,bihar,2022,2,854301.0,3017014,5476021343.766986
978,bihar,2022,2,845438.0,2847567,5431983554.738285
979,bihar,2022,2,846004.0,2555939,4902490990.381883
980,bihar,2022,3,800001.0,143978604,226644911906.22284
981,bihar,2022,3,800015.0,14642589,22275896214.343235
982,bihar,2022,3,843322.0,6216302,10002272062.000242
983,bihar,2022,3,800006.0,4989994,4765165736.824183
984,bihar,2022,3,848101.0,4686576,7739632711.689734
985,bihar,2022,3,842002.0,4602821,8050870275.187765
986,bihar,2022,3,845401.0,3626302,6160905019.000635
987,bihar,2022,3,800020.0,3427686,5587486835.51466
988,bihar,2022,3,845438.0,3049811,5227197307.074066
989,bihar,2022,3,841226.0,2723175,5312121784.9558325
990,bihar,2022,4,800001.0,167166031,269652534972.6013
991,bihar,2022,4,800015.0,17566147,27714143854.977497
992,bihar,2022,4,844101.0,4894839,8987133396.587275
993,bihar,2022,4,800006.0,4869130,4892331289.159679
994,bihar,2022,4,843322.0,4746967,7849350021.641497
995,bihar,2022,4,842002.0,4374147,7621459037.438929
996,bihar,2022,4,845401.0,4219087,7363056994.768413
997,bihar,2022,4,841226.0,3978487,7587321140.147544
998,bihar,2022,4,845438.0,3713414,6425533380.435417
999,bihar,2022,4,800020.0,3626280,5863096028.653491
1000,chandigarh,2018,1,160008.0,204745,303482049.9617378
1001,chandigarh,2018,1,160101.0,26317,45629483.25738168
1002,chandigarh,2018,1,160002.0,23236,34003082.958676964
1003,chandigarh,2018,1,160036.0,18446,30891354.282069795
1004,chandigarh,2018,1,160022.0,16228,34028151.809265435
1005,chandigarh,2018,1,160047.0,15552,28142251.965099327
1006,chandigarh,2018,1,160014.0,9358,14326394.802342271
1007,chandigarh,2018,1,160015.0,9023,13830194.973553631
1008,chandigarh,2018,1,160019.0,8102,14609531.116674677
1009,chandigarh,2018,1,160030.0,7330,14108196.59861918
1010,chandigarh,2018,2,160008.0,219223,426354525.8004776
1011,chandigarh,2018,2,160101.0,38949,81225814.38714588
1012,chandigarh,2018,2,160002.0,31907,63185486.63534354
1013,chandigarh,2018,2,160036.0,26201,47887567.92420156
1014,chandigarh,2018,2,160047.0,24585,46077281.39419583
1015,chandigarh,2018,2,160022.0,24378,54816690.07463748
1016,chandigarh,2018,2,160014.0,14441,24125872.26551468
1017,chandigarh,2018,2,160015.0,12986,25510014.882471144
1018,chandigarh,2018,2,160019.0,12083,28119972.41832822
1019,chandigarh,2018,2,160030.0,11243,24007390.16346115
1020,chandigarh,2018,3,160008.0,266799,565737482.4917
1021,chandigarh,2018,3,160101.0,53316,111246556.54514845
1022,chandigarh,2018,3,160002.0,44225,90245086.61515312
1023,chandigarh,2018,3,160022.0,34777,78699635.29348363
1024,chandigarh,2018,3,160036.0,33483,76978447.3422182
1025,chandigarh,2018,3,160047.0,30570,74732534.329635
1026,chandigarh,2018,3,160014.0,19926,42831365.468974754
1027,chandigarh,2018,3,160015.0,18027,44863641.9194489
1028,chandigarh,2018,3,160019.0,16836,41569409.38325335
1029,chandigarh,2018,3,160030.0,14940,36478520.54785696
1030,chandigarh,2018,4,160008.0,396339,895353190.2196677
1031,chandigarh,2018,4,160101.0,85138,159555894.3719145
1032,chandigarh,2018,4,160002.0,61325,132815194.36630252
1033,chandigarh,2018,4,160036.0,50267,116785589.50341249
1034,chandigarh,2018,4,160022.0,45905,106072949.45696858
1035,chandigarh,2018,4,160047.0,44348,110163686.02722788
1036,chandigarh,2018,4,160014.0,29308,51286581.168882415
1037,chandigarh,2018,4,160015.0,27323,61334725.92984481
1038,chandigarh,2018,4,160019.0,22314,56223818.72098614
1039,chandigarh,2018,4,160030.0,20591,49995727.51926135
1040,chandigarh,2019,1,160008.0,574769,1069931934.1313274
1041,chandigarh,2019,1,160101.0,145641,195216162.148682
1042,chandigarh,2019,1,160002.0,88708,159879389.94589326
1043,chandigarh,2019,1,160036.0,64777,131055127.13712464
1044,chandigarh,2019,1,160022.0,60415,123937719.9858828
1045,chandigarh,2019,1,160047.0,54281,122276420.81631088
1046,chandigarh,2019,1,160014.0,35848,64999227.392938524
1047,chandigarh,2019,1,160015.0,33699,70740802.7655864
1048,chandigarh,2019,1,160019.0,31111,62794996.09691887
1049,chandigarh,2019,1,160030.0,25421,54605920.69093012
1050,chandigarh,2019,2,160008.0,515736,1195330472.062431
1051,chandigarh,2019,2,160101.0,122225,213026619.1436175
1052,chandigarh,2019,2,160002.0,85284,178483766.34705296
1053,chandigarh,2019,2,160036.0,76218,147024084.65837026
1054,chandigarh,2019,2,160022.0,68095,145253626.0275789
1055,chandigarh,2019,2,160047.0,65539,146481996.88499743
1056,chandigarh,2019,2,160014.0,40627,73519583.64285952
1057,chandigarh,2019,2,160015.0,36891,72651519.24702394
1058,chandigarh,2019,2,160019.0,34162,71927514.28688887
1059,chandigarh,2019,2,160030.0,27361,61132946.538075775
1060,chandigarh,2019,3,160008.0,463581,1411083644.7822614
1061,chandigarh,2019,3,160101.0,165578,261798279.022841
1062,chandigarh,2019,3,160036.0,118544,195039837.1532201
1063,chandigarh,2019,3,160002.0,113594,205359149.60862035
1064,chandigarh,2019,3,160022.0,101533,178054300.40308928
1065,chandigarh,2019,3,160047.0,91171,174462847.75334305
1066,chandigarh,2019,3,160014.0,57265,91913452.87685244
1067,chandigarh,2019,3,160015.0,54871,90370556.49951594
1068,chandigarh,2019,3,160019.0,46142,88183679.19737558
1069,chandigarh,2019,3,160030.0,37989,80985473.39747421
1070,chandigarh,2019,4,160008.0,635340,1899718879.754596
1071,chandigarh,2019,4,160101.0,189767,317466538.9132905
1072,chandigarh,2019,4,160036.0,137208,241851459.16364747
1073,chandigarh,2019,4,160002.0,130221,257685239.18252617
1074,chandigarh,2019,4,160022.0,120266,224162725.8523838
1075,chandigarh,2019,4,160047.0,103726,206356650.91119856
1076,chandigarh,2019,4,160015.0,70113,106726744.16530988
1077,chandigarh,2019,4,160014.0,69754,111407405.35095796
1078,chandigarh,2019,4,160019.0,52557,101923959.97808152
1079,chandigarh,2019,4,160030.0,44445,94684047.25003594
1080,chandigarh,2020,1,160008.0,925287,2724066380.956586
1081,chandigarh,2020,1,160101.0,204633,322482913.9047445
1082,chandigarh,2020,1,160036.0,179376,333775590.9567788
1083,chandigarh,2020,1,160002.0,141763,271208737.4444152
1084,chandigarh,2020,1,160022.0,117571,209076837.24030256
1085,chandigarh,2020,1,160047.0,112942,213767800.598312
1086,chandigarh,2020,1,160014.0,79062,120442279.18063296
1087,chandigarh,2020,1,160015.0,74935,106414207.6626434
1088,chandigarh,2020,1,160019.0,57212,116999133.74293454
1089,chandigarh,2020,1,160030.0,47014,93963616.77104025
1090,chandigarh,2020,2,160008.0,672280,2213962955.141224
1091,chandigarh,2020,2,160101.0,135435,225489767.83328944
1092,chandigarh,2020,2,160002.0,105477,180482232.0826682
1093,chandigarh,2020,2,160036.0,100013,204461493.34462732
1094,chandigarh,2020,2,160047.0,84082,170732223.78765687
1095,chandigarh,2020,2,160014.0,71847,110213995.623251
1096,chandigarh,2020,2,160022.0,42822,102345153.00086004
1097,chandigarh,2020,2,160003.0,38058,89405961.01537812
1098,chandigarh,2020,2,160025.0,33746,44152295.988048464
1099,chandigarh,2020,2,160019.0,32848,76644635.32769592
1100,chandigarh,2020,3,160008.0,813514,2456075017.244974
1101,chandigarh,2020,3,160101.0,187085,347310967.735443
1102,chandigarh,2020,3,160036.0,164223,321961021.0310574
1103,chandigarh,2020,3,160002.0,164083,323859188.60292995
1104,chandigarh,2020,3,160047.0,126033,262891218.26635933
1105,chandigarh,2020,3,160022.0,100215,212473917.86900696
1106,chandigarh,2020,3,160014.0,89228,144237780.9553475
1107,chandigarh,2020,3,160015.0,57169,88615108.82699049
1108,chandigarh,2020,3,160030.0,52790,112925290.67615484
1109,chandigarh,2020,3,160019.0,52423,114487576.78222746
1110,chandigarh,2020,4,160008.0,781840,2246493451.2564173
1111,chandigarh,2020,4,160101.0,282765,500720689.4254093
1112,chandigarh,2020,4,160002.0,254446,483467287.3616315
1113,chandigarh,2020,4,160036.0,252319,442552908.6749548
1114,chandigarh,2020,4,160022.0,198033,365839526.89304006
1115,chandigarh,2020,4,160047.0,193768,377315952.1174069
1116,chandigarh,2020,4,160014.0,125659,208936593.0254081
1117,chandigarh,2020,4,160015.0,104048,146838545.97126624
1118,chandigarh,2020,4,160019.0,94792,184389973.180876
1119,chandigarh,2020,4,160030.0,82180,166443560.03669643
1120,chandigarh,2021,1,160008.0,1566609,3447517923.578706
1121,chandigarh,2021,1,160101.0,306785,521032468.2120463
1122,chandigarh,2021,1,160036.0,304235,502095617.05888885
1123,chandigarh,2021,1,160002.0,264846,495327526.29472417
1124,chandigarh,2021,1,160022.0,242366,395256706.0477221
1125,chandigarh,2021,1,160047.0,206193,372616088.3789878
1126,chandigarh,2021,1,160015.0,150002,186093236.77310604
1127,chandigarh,2021,1,160014.0,130369,210680354.66795424
1128,chandigarh,2021,1,160019.0,105609,200030209.73112416
1129,chandigarh,2021,1,160030.0,87034,171852725.69681272
1130,chandigarh,2021,2,160008.0,2071075,4384400680.30583
1131,chandigarh,2021,2,160101.0,304282,515288666.4421857
1132,chandigarh,2021,2,160036.0,293961,485381992.960442
1133,chandigarh,2021,2,160002.0,255931,469331050.8753322
1134,chandigarh,2021,2,160047.0,210130,392704565.4850989
1135,chandigarh,2021,2,160022.0,202917,335716393.4241364
1136,chandigarh,2021,2,160014.0,147887,229078754.2386906
1137,chandigarh,2021,2,160015.0,140297,174526441.1901785
1138,chandigarh,2021,2,160019.0,89814,170321370.56571722
1139,chandigarh,2021,2,160030.0,87476,174012022.95219654
1140,chandigarh,2021,3,160008.0,3188488,6339628467.33528
1141,chandigarh,2021,3,160036.0,462106,701648130.2500606
1142,chandigarh,2021,3,160101.0,438375,679000947.8644495
1143,chandigarh,2021,3,160002.0,379894,643367943.1675801
1144,chandigarh,2021,3,160022.0,351526,531853547.81426966
1145,chandigarh,2021,3,160047.0,295135,500223340.5530771
1146,chandigarh,2021,3,160015.0,201833,238847341.9827785
1147,chandigarh,2021,3,160014.0,186675,277899648.9641395
1148,chandigarh,2021,3,160019.0,148872,244508188.3937479
1149,chandigarh,2021,3,160030.0,128550,240373769.0571756
1150,chandigarh,2021,4,160008.0,3712842,7784850283.688998
1151,chandigarh,2021,4,160101.0,538507,852544970.9676752
1152,chandigarh,2021,4,160036.0,523279,779918799.3369815
1153,chandigarh,2021,4,160022.0,451911,665992135.1956601
1154,chandigarh,2021,4,160002.0,444435,762476926.847439
1155,chandigarh,2021,4,160047.0,346951,604267859.7276576
1156,chandigarh,2021,4,160015.0,263413,294935485.409002
1157,chandigarh,2021,4,160014.0,213596,314616641.85791296
1158,chandigarh,2021,4,160019.0,200453,321425518.80463934
1159,chandigarh,2021,4,160030.0,154229,287985670.1805716
1160,chandigarh,2022,1,160008.0,4148686,8330831723.251343
1161,chandigarh,2022,1,160101.0,582638,900157036.9754957
1162,chandigarh,2022,1,160036.0,565957,818648616.7393746
1163,chandigarh,2022,1,160002.0,477307,795306688.9260788
1164,chandigarh,2022,1,160022.0,463274,670615566.0713229
1165,chandigarh,2022,1,160047.0,373759,648826857.6349708
1166,chandigarh,2022,1,160015.0,286014,300333250.31270766
1167,chandigarh,2022,1,160014.0,233804,337767391.09374547
1168,chandigarh,2022,1,160019.0,201367,317971370.59751195
1169,chandigarh,2022,1,160030.0,161551,293087907.7468222
1170,chandigarh,2022,2,160008.0,5059490,9258542053.288263
1171,chandigarh,2022,2,160036.0,732432,984361022.912214
1172,chandigarh,2022,2,160101.0,728216,1035383005.7324364
1173,chandigarh,2022,2,160022.0,595057,791965258.766219
1174,chandigarh,2022,2,160002.0,592250,934051903.7782844
1175,chandigarh,2022,2,160047.0,477286,749262583.811003
1176,chandigarh,2022,2,160015.0,390889,354221791.70854485
1177,chandigarh,2022,2,160014.0,300892,397487428.8048619
1178,chandigarh,2022,2,160019.0,275597,399400599.7452952
1179,chandigarh,2022,2,160030.0,205334,352064114.5163448
1180,chandigarh,2022,3,160017.0,7220428,11604475020.322536
1181,chandigarh,2022,3,160101.0,761809,1037031826.0963068
1182,chandigarh,2022,3,160008.0,693932,1288932571.5626671
1183,chandigarh,2022,3,160036.0,635601,826669211.5582159
1184,chandigarh,2022,3,160022.0,633386,850977147.2882487
1185,chandigarh,2022,3,160002.0,622789,945416289.7631532
1186,chandigarh,2022,3,160047.0,493183,727112803.9481075
1187,chandigarh,2022,3,160015.0,355036,344038099.04167664
1188,chandigarh,2022,3,160014.0,297078,391653807.81907696
1189,chandigarh,2022,3,160019.0,259522,369679070.930602
1190,chandigarh,2022,4,160017.0,11852317,19715037296.28897
1191,chandigarh,2022,4,160101.0,849441,1120061675.6899076
1192,chandigarh,2022,4,160022.0,723413,939741331.2085838
1193,chandigarh,2022,4,160036.0,658156,838758052.8433906
1194,chandigarh,2022,4,160002.0,651078,991496336.1709903
1195,chandigarh,2022,4,160047.0,510930,755279072.6519243
1196,chandigarh,2022,4,160015.0,388983,364733884.5473629
1197,chandigarh,2022,4,160014.0,311834,407770670.0210636
1198,chandigarh,2022,4,160019.0,290223,391262191.8409227
1199,chandigarh,2022,4,160030.0,224733,354874011.1706954
1200,chhattisgarh,2018,1,495660.0,109908,139116923.36929727
1201,chhattisgarh,2018,1,492001.0,68302,114014371.97222614
1202,chhattisgarh,2018,1,495001.0,64018,82965730.16418397
1203,chhattisgarh,2018,1,497001.0,48388,57165354.74195957
1204,chhattisgarh,2018,1,491001.0,34699,43141115.62567887
1205,chhattisgarh,2018,1,491441.0,34452,41948409.69968459
1206,chhattisgarh,2018,1,490025.0,34332,39719148.73491961
1207,chhattisgarh,2018,1,496005.0,31183,41371368.79811902
1208,chhattisgarh,2018,1,492009.0,30672,54679337.057152905
1209,chhattisgarh,2018,1,490023.0,30657,40316811.61197114
1210,chhattisgarh,2018,2,495660.0,248699,378210292.7923543
1211,chhattisgarh,2018,2,492001.0,100557,207806677.1040105
1212,chhattisgarh,2018,2,495001.0,89605,150857602.97945407
1213,chhattisgarh,2018,2,497001.0,66965,108836822.89254512
1214,chhattisgarh,2018,2,491441.0,51352,71741116.4329647
1215,chhattisgarh,2018,2,491001.0,47971,73318224.86447714
1216,chhattisgarh,2018,2,496005.0,46220,82946372.88123429
1217,chhattisgarh,2018,2,492009.0,43988,90024556.20981838
1218,chhattisgarh,2018,2,490023.0,42796,74865240.21000648
1219,chhattisgarh,2018,2,490025.0,38299,57256970.99786788
1220,chhattisgarh,2018,3,495660.0,353580,492966965.6574571
1221,chhattisgarh,2018,3,492001.0,147421,303135684.83504504
1222,chhattisgarh,2018,3,495001.0,129305,226102761.8224257
1223,chhattisgarh,2018,3,497001.0,86331,158185135.16949278
1224,chhattisgarh,2018,3,491441.0,66608,107751148.39909647
1225,chhattisgarh,2018,3,496005.0,65581,128673618.18841755
1226,chhattisgarh,2018,3,491001.0,63444,110949360.40041772
1227,chhattisgarh,2018,3,492009.0,57647,124007927.30595148
1228,chhattisgarh,2018,3,490023.0,56907,100967038.31485096
1229,chhattisgarh,2018,3,494001.0,52582,103588457.37966923
1230,chhattisgarh,2018,4,495660.0,377913,599714593.9068495
1231,chhattisgarh,2018,4,492001.0,202492,428292536.0635343
1232,chhattisgarh,2018,4,495001.0,192638,319083911.8335273
1233,chhattisgarh,2018,4,497001.0,124807,248100976.6912604
1234,chhattisgarh,2018,4,496005.0,94669,189165646.1220723
1235,chhattisgarh,2018,4,491001.0,89066,160237762.38159576
1236,chhattisgarh,2018,4,491441.0,86263,152324017.6163909
1237,chhattisgarh,2018,4,492009.0,80685,185214612.90863937
1238,chhattisgarh,2018,4,490023.0,72016,137114490.76733318
1239,chhattisgarh,2018,4,494001.0,69454,149679120.34846973
1240,chhattisgarh,2019,1,492009.0,593305,948729929.1277256
1241,chhattisgarh,2019,1,495001.0,365476,515190518.8237721
1242,chhattisgarh,2019,1,495660.0,353962,459656921.0462153
1243,chhattisgarh,2019,1,492001.0,334090,549948646.4137828
1244,chhattisgarh,2019,1,490025.0,235910,346520977.1406994
1245,chhattisgarh,2019,1,497001.0,159422,296908563.67359346
1246,chhattisgarh,2019,1,491001.0,138517,209804611.7560889
1247,chhattisgarh,2019,1,496005.0,133169,254307861.3048603
1248,chhattisgarh,2019,1,490023.0,126654,182216344.0551287
1249,chhattisgarh,2019,1,490006.0,114945,153267056.6594982
1250,chhattisgarh,2019,2,492009.0,1670111,2947453940.1383486
1251,chhattisgarh,2019,2,490025.0,612041,1045938048.3511348
1252,chhattisgarh,2019,2,495001.0,499757,855635645.660009
1253,chhattisgarh,2019,2,492001.0,404088,643667595.5719692
1254,chhattisgarh,2019,2,495660.0,212777,342215249.04664737
1255,chhattisgarh,2019,2,490023.0,175241,234313994.57744968
1256,chhattisgarh,2019,2,491001.0,154424,237907702.28501707
1257,chhattisgarh,2019,2,497001.0,152840,345212779.1697207
1258,chhattisgarh,2019,2,490006.0,136496,189344640.4595058
1259,chhattisgarh,2019,2,496005.0,118494,268521769.2220984
1260,chhattisgarh,2019,3,492009.0,1843301,3497211746.958312
1261,chhattisgarh,2019,3,492001.0,647392,854437718.1123915
1262,chhattisgarh,2019,3,495001.0,555240,968932649.0590785
1263,chhattisgarh,2019,3,490025.0,519819,994202021.3411088
1264,chhattisgarh,2019,3,495660.0,364424,510093479.9683516
1265,chhattisgarh,2019,3,490023.0,278822,302000378.8399978
1266,chhattisgarh,2019,3,491001.0,244725,310844736.354316
1267,chhattisgarh,2019,3,490006.0,223964,246325822.3842369
1268,chhattisgarh,2019,3,497001.0,208548,397488530.296959
1269,chhattisgarh,2019,3,491441.0,156934,251078718.9840936
1270,chhattisgarh,2019,4,492009.0,2807708,5488409197.56369
1271,chhattisgarh,2019,4,492001.0,860606,1146893926.7385144
1272,chhattisgarh,2019,4,495001.0,744037,1242953010.5421622
1273,chhattisgarh,2019,4,490025.0,625389,1224429622.7952948
1274,chhattisgarh,2019,4,490023.0,365008,417706249.373141
1275,chhattisgarh,2019,4,491001.0,332368,437683717.4812007
1276,chhattisgarh,2019,4,490006.0,310223,333508672.76125515
1277,chhattisgarh,2019,4,495660.0,298957,445247631.9798772
1278,chhattisgarh,2019,4,497001.0,291141,553342861.8204699
1279,chhattisgarh,2019,4,492015.0,220747,267136024.8300261
1280,chhattisgarh,2020,1,492009.0,3832879,8107114729.270458
1281,chhattisgarh,2020,1,492001.0,956201,1259565576.5045974
1282,chhattisgarh,2020,1,495001.0,830780,1380940470.1020932
1283,chhattisgarh,2020,1,490025.0,504114,1009093411.512478
1284,chhattisgarh,2020,1,490023.0,401375,464581081.97263247
1285,chhattisgarh,2020,1,491001.0,372373,490344007.8016146
1286,chhattisgarh,2020,1,492015.0,344194,504441994.364726
1287,chhattisgarh,2020,1,497001.0,342443,623011907.8316444
1288,chhattisgarh,2020,1,490006.0,337068,361375163.24966186
1289,chhattisgarh,2020,1,491441.0,242895,389726036.0863472
1290,chhattisgarh,2020,2,492009.0,1526874,3719446962.048381
1291,chhattisgarh,2020,2,492001.0,665755,987107410.3661348
1292,chhattisgarh,2020,2,495001.0,482770,870871061.1209086
1293,chhattisgarh,2020,2,497001.0,370519,689109946.6551751
1294,chhattisgarh,2020,2,491001.0,334853,495992326.76679873
1295,chhattisgarh,2020,2,490023.0,326027,441538660.5589389
1296,chhattisgarh,2020,2,494001.0,294320,679782295.0345536
1297,chhattisgarh,2020,2,490006.0,288259,369452351.46939605
1298,chhattisgarh,2020,2,495660.0,279210,441653885.5637897
1299,chhattisgarh,2020,2,491441.0,260856,436309146.2483653
1300,chhattisgarh,2020,3,492009.0,1857300,4069532117.927307
1301,chhattisgarh,2020,3,492001.0,981812,1565413199.4368353
1302,chhattisgarh,2020,3,495001.0,696692,1191326273.0870118
1303,chhattisgarh,2020,3,497001.0,513473,988159635.3272356
1304,chhattisgarh,2020,3,491001.0,469652,707693501.9197738
1305,chhattisgarh,2020,3,490023.0,463152,643696441.4135771
1306,chhattisgarh,2020,3,490006.0,409697,538137939.7460059
1307,chhattisgarh,2020,3,491441.0,370246,639299659.904967
1308,chhattisgarh,2020,3,496005.0,354221,689205706.4188439
1309,chhattisgarh,2020,3,495660.0,318783,578159036.7380313
1310,chhattisgarh,2020,4,492009.0,1955063,3901827452.842137
1311,chhattisgarh,2020,4,492001.0,1727068,2811515596.805071
1312,chhattisgarh,2020,4,495001.0,1213230,2066193700.6311505
1313,chhattisgarh,2020,4,497001.0,828474,1614662483.7276986
1314,chhattisgarh,2020,4,490023.0,778245,1122723104.3727932
1315,chhattisgarh,2020,4,491001.0,772474,1206813518.7601233
1316,chhattisgarh,2020,4,490006.0,699714,884676392.8043678
1317,chhattisgarh,2020,4,491441.0,569298,1008624236.4577056
1318,chhattisgarh,2020,4,496005.0,519415,1028834647.3652802
1319,chhattisgarh,2020,4,495450.0,510869,865967961.4661187
1320,chhattisgarh,2021,1,492009.0,3152697,5281456698.639032
1321,chhattisgarh,2021,1,492001.0,2062104,3156983782.787228
1322,chhattisgarh,2021,1,495001.0,1558405,2376898658.800415
1323,chhattisgarh,2021,1,497001.0,957928,1823147805.7569232
1324,chhattisgarh,2021,1,491001.0,872723,1294441361.2765474
1325,chhattisgarh,2021,1,490023.0,869244,1154015806.2811897
1326,chhattisgarh,2021,1,490006.0,774112,914211871.5270494
1327,chhattisgarh,2021,1,491441.0,653315,1122704843.7664142
1328,chhattisgarh,2021,1,495450.0,595796,973484691.251247
1329,chhattisgarh,2021,1,496005.0,593116,1184774545.5928895
1330,chhattisgarh,2021,2,492009.0,3531665,6237261109.571448
1331,chhattisgarh,2021,2,492001.0,1790662,3080777232.7858667
1332,chhattisgarh,2021,2,495001.0,1455312,2510462991.251886
1333,chhattisgarh,2021,2,497001.0,1031909,2008561517.648296
1334,chhattisgarh,2021,2,491001.0,837157,1364714087.7809932
1335,chhattisgarh,2021,2,490023.0,763575,1174072727.567776
1336,chhattisgarh,2021,2,491441.0,740582,1310602405.6028762
1337,chhattisgarh,2021,2,495450.0,704041,1132961727.260648
1338,chhattisgarh,2021,2,490006.0,668949,946046519.1898482
1339,chhattisgarh,2021,2,496005.0,645183,1216389122.6233206
1340,chhattisgarh,2021,3,492009.0,5612983,8770212351.408337
1341,chhattisgarh,2021,3,492001.0,3200184,4768793686.020849
1342,chhattisgarh,2021,3,495001.0,2572993,3734896539.733769
1343,chhattisgarh,2021,3,497001.0,1635520,2760462757.75788
1344,chhattisgarh,2021,3,491001.0,1305695,1938305539.075568
1345,chhattisgarh,2021,3,490023.0,1253256,1704542436.5901656
1346,chhattisgarh,2021,3,491441.0,1124790,1803320186.798345
1347,chhattisgarh,2021,3,490006.0,1096245,1299467876.0104809
1348,chhattisgarh,2021,3,496005.0,1006702,1784048704.1108124
1349,chhattisgarh,2021,3,495450.0,1004357,1500182581.1138833
1350,chhattisgarh,2021,4,492009.0,8304401,12964571702.987217
1351,chhattisgarh,2021,4,492001.0,4178829,6231047914.337536
1352,chhattisgarh,2021,4,495001.0,3644800,4999084676.501506
1353,chhattisgarh,2021,4,497001.0,2276401,3766123278.042672
1354,chhattisgarh,2021,4,491001.0,1687886,2560648248.895311
1355,chhattisgarh,2021,4,490023.0,1599521,2248105461.586821
1356,chhattisgarh,2021,4,490006.0,1410015,1732682082.0393152
1357,chhattisgarh,2021,4,491441.0,1395385,2296675958.189373
1358,chhattisgarh,2021,4,495450.0,1373013,2011514280.4747248
1359,chhattisgarh,2021,4,496005.0,1357792,2314581216.562727
1360,chhattisgarh,2022,1,492009.0,8604266,13265608315.34198
1361,chhattisgarh,2022,1,492001.0,4654685,6852734645.639161
